loss,accuracy,val_loss,val_accuracy
1.3683912754058838,0.34285715222358704,1.347190260887146,0.3521505296230316
1.3277373313903809,0.35674601793289185,1.3101400136947632,0.35752686858177185
1.2938017845153809,0.35753968358039856,1.2781294584274292,0.39516130089759827
1.2634485960006714,0.363095223903656,1.2507504224777222,0.4327957034111023
1.2376370429992676,0.3757936656475067,1.2272604703903198,0.4811827838420868
1.2149102687835693,0.4007936418056488,1.206889033317566,0.37365591526031494
1.1942144632339478,0.4134920537471771,1.1903293132781982,0.3870967626571655
1.1775763034820557,0.4218254089355469,1.1744297742843628,0.36021506786346436
1.1614676713943481,0.42222222685813904,1.1629728078842163,0.3870967626571655
1.1447741985321045,0.42698413133621216,1.1466999053955078,0.47580644488334656
1.1322035789489746,0.4424603283405304,1.1313717365264893,0.4301075339317322
1.1161346435546875,0.4436507821083069,1.125702977180481,0.40860214829444885
1.1040606498718262,0.45595237612724304,1.107073426246643,0.44086021184921265
1.0752580165863037,0.4813492000102997,1.1105252504348755,0.42473119497299194
1.0492033958435059,0.488095223903656,1.069140911102295,0.448924720287323
1.0234143733978271,0.5285714268684387,1.0676549673080444,0.5188171863555908
0.979097306728363,0.5496031641960144,1.0126327276229858,0.5672042965888977
0.9389375448226929,0.5710317492485046,0.9746646881103516,0.5725806355476379
0.8765466809272766,0.6126984357833862,0.8942369222640991,0.6317204236984253
0.8210732936859131,0.6357142925262451,0.8772027492523193,0.6451612710952759
0.7717263102531433,0.6710317730903625,0.9443188905715942,0.5672042965888977
0.7189486026763916,0.6980158686637878,0.8206743597984314,0.6263440847396851
0.6481575965881348,0.7384920716285706,0.7281919121742249,0.6612903475761414
0.5992828607559204,0.7702381014823914,0.7323938012123108,0.6881720423698425
0.5359712839126587,0.809920608997345,0.7206728458404541,0.7043010592460632
0.5156906843185425,0.8023809790611267,0.595553994178772,0.801075279712677
0.4725784659385681,0.8349206447601318,0.6305347084999084,0.7634408473968506
0.4101032614707947,0.8682539463043213,0.6163194179534912,0.7338709831237793
0.36997103691101074,0.886904776096344,0.5500853657722473,0.7903226017951965
0.33381187915802,0.8976190686225891,0.40263766050338745,0.8655914068222046
0.31718823313713074,0.901190459728241,0.6043040156364441,0.7338709831237793
0.35032710433006287,0.8984127044677734,0.6634262800216675,0.7446236610412598
0.2537890374660492,0.9309523701667786,0.5696199536323547,0.7822580933570862
0.24325759708881378,0.9353174567222595,0.4352872967720032,0.8172042965888977
0.23241490125656128,0.9436507821083069,0.3251112997531891,0.897849440574646
0.1993214190006256,0.9535714387893677,0.4425426721572876,0.8360214829444885
0.24421513080596924,0.9345238208770752,0.48579221963882446,0.8172042965888977
0.17717048525810242,0.9563491940498352,0.39596495032310486,0.8494623899459839
0.1672186553478241,0.9579365253448486,0.39878782629966736,0.8682795763015747
0.1594327837228775,0.9611111283302307,0.33558255434036255,0.8655914068222046
0.16128727793693542,0.9603174328804016,0.37464675307273865,0.8494623899459839
0.1455828845500946,0.966269850730896,0.4074678421020508,0.8387096524238586
0.16693831980228424,0.9567460417747498,0.2873378396034241,0.8924731016159058
0.12808042764663696,0.9710317254066467,0.2774796485900879,0.8951612710952759
0.1849166750907898,0.9507936239242554,0.3362913131713867,0.8897849321365356
0.12697596848011017,0.9722222089767456,0.5859575867652893,0.801075279712677
0.1133301854133606,0.9777777791023254,0.5726348757743835,0.7876344323158264
0.11917173862457275,0.9730158448219299,0.2770473062992096,0.9139785170555115
0.11860350519418716,0.9718254208564758,0.38545551896095276,0.8602150678634644
0.10460000485181808,0.976190447807312,0.387397438287735,0.8629032373428345
